anchor_p,actual_q,actual_offset,candidate_count,structural_survivor_count,structural_survivors,rule_x_survivor_count,rule_x_survivors,rule_x_true_rejected,survivor_lock_survivor_count,survivor_lock_survivors,survivor_lock_true_rejected,label_active_survivor_count,label_active_survivors,label_resolved_survivor_count,label_resolved_survivors,label_unresolved_survivor_count,label_unresolved_survivors,label_lock_true_rejected,label_lock_unique_resolved,label_lock_unique_resolved_match,lock_carrier,lock_carrier_offset,lock_carrier_d,lock_threat,lock_threat_offset,lock_threat_d,survivor_lock_carrier,survivor_lock_carrier_offset,survivor_lock_carrier_d,survivor_lock_threat,survivor_lock_threat_offset,survivor_lock_threat_d,label_lock_carrier,label_lock_carrier_offset,label_lock_carrier_d,label_lock_threat,label_lock_threat_offset,label_lock_threat_d,exact_survivor_count,exact_survivors,exact_unique_match
227,229,2,34,34,"[2, 6, 12, 14, 20, 24, 26, 30, 32, 36, 42, 44, 50, 54, 56, 60, 62, 66, 72, 74, 80, 84, 86, 90, 92, 96, 102, 104, 110, 114, 116, 120, 122, 126]",1,[2],False,1,[2],False,1,[2],1,[2],0,[],False,True,True,228,1,12,230,3,8,228,1,12,230,3,8,228,1,12,230,3,8,1,[2],True
229,233,4,33,33,"[4, 10, 12, 18, 22, 24, 28, 30, 34, 40, 42, 48, 52, 54, 58, 60, 64, 70, 72, 78, 82, 84, 88, 90, 94, 100, 102, 108, 112, 114, 118, 120, 124]",1,[4],False,1,[4],False,1,[4],1,[4],0,[],False,True,True,230,1,8,235,6,4,230,1,8,235,6,4,230,1,8,235,6,4,1,[4],True
233,239,6,34,34,"[6, 8, 14, 18, 20, 24, 26, 30, 36, 38, 44, 48, 50, 54, 56, 60, 66, 68, 74, 78, 80, 84, 86, 90, 96, 98, 104, 108, 110, 114, 116, 120, 126, 128]",0,[],True,15,"[6, 8, 14, 18, 20, 24, 26, 30, 36, 38, 44, 48, 50, 54, 56]",False,10,"[6, 8, 18, 24, 30, 36, 38, 44, 48, 50]",1,[6],9,"[8, 18, 24, 30, 36, 38, 44, 48, 50]",False,False,False,234,1,12,235,2,4,235,2,4,289,56,3,235,2,4,289,56,3,1,[6],True
239,241,2,34,34,"[2, 8, 12, 14, 18, 20, 24, 30, 32, 38, 42, 44, 48, 50, 54, 60, 62, 68, 72, 74, 78, 80, 84, 90, 92, 98, 102, 104, 108, 110, 114, 120, 122, 128]",1,[2],False,1,[2],False,1,[2],1,[2],0,[],False,True,True,240,1,20,242,3,6,240,1,20,242,3,6,240,1,20,242,3,6,1,[2],True
241,251,10,33,33,"[6, 10, 12, 16, 18, 22, 28, 30, 36, 40, 42, 46, 48, 52, 58, 60, 66, 70, 72, 76, 78, 82, 88, 90, 96, 100, 102, 106, 108, 112, 118, 120, 126]",1,[6],True,13,"[6, 10, 12, 16, 18, 22, 28, 30, 36, 40, 42, 46, 48]",False,8,"[10, 16, 22, 28, 30, 36, 40, 42]",1,[10],7,"[16, 22, 28, 30, 36, 40, 42]",False,False,False,242,1,6,247,6,4,247,6,4,289,48,3,247,6,4,289,48,3,1,[10],True
251,257,6,35,35,"[2, 6, 8, 12, 18, 20, 26, 30, 32, 36, 38, 42, 48, 50, 56, 60, 62, 66, 68, 72, 78, 80, 86, 90, 92, 96, 98, 102, 108, 110, 116, 120, 122, 126, 128]",1,[2],True,11,"[2, 6, 8, 12, 18, 20, 26, 30, 32, 36, 38]",False,7,"[6, 12, 18, 20, 26, 30, 32]",1,[6],6,"[12, 18, 20, 26, 30, 32]",False,False,False,252,1,18,253,2,4,253,2,4,289,38,3,253,2,4,289,38,3,1,[6],True
257,263,6,34,34,"[2, 6, 12, 14, 20, 24, 26, 30, 32, 36, 42, 44, 50, 54, 56, 60, 62, 66, 72, 74, 80, 84, 86, 90, 92, 96, 102, 104, 110, 114, 116, 120, 122, 126]",1,[2],True,9,"[2, 6, 12, 14, 20, 24, 26, 30, 32]",False,6,"[6, 12, 14, 20, 24, 26]",1,[6],5,"[12, 14, 20, 24, 26]",False,False,False,258,1,8,259,2,4,259,2,4,289,32,3,259,2,4,289,32,3,1,[6],True
263,269,6,34,34,"[6, 8, 14, 18, 20, 24, 26, 30, 36, 38, 44, 48, 50, 54, 56, 60, 66, 68, 74, 78, 80, 84, 86, 90, 96, 98, 104, 108, 110, 114, 116, 120, 126, 128]",0,[],True,7,"[6, 8, 14, 18, 20, 24, 26]",False,5,"[6, 8, 14, 18, 20]",1,[6],4,"[8, 14, 18, 20]",False,False,False,264,1,16,265,2,4,265,2,4,289,26,3,265,2,4,289,26,3,1,[6],True
269,271,2,34,34,"[2, 8, 12, 14, 18, 20, 24, 30, 32, 38, 42, 44, 48, 50, 54, 60, 62, 68, 72, 74, 78, 80, 84, 90, 92, 98, 102, 104, 108, 110, 114, 120, 122, 128]",1,[2],False,1,[2],False,1,[2],1,[2],0,[],False,True,True,270,1,16,272,3,10,270,1,16,272,3,10,270,1,16,272,3,10,1,[2],True
271,277,6,33,33,"[6, 10, 12, 16, 18, 22, 28, 30, 36, 40, 42, 46, 48, 52, 58, 60, 66, 70, 72, 76, 78, 82, 88, 90, 96, 100, 102, 106, 108, 112, 118, 120, 126]",0,[],True,5,"[6, 10, 12, 16, 18]",False,3,"[6, 10, 12]",1,[6],2,"[10, 12]",False,False,False,272,1,10,273,2,8,274,3,4,289,18,3,274,3,4,289,18,3,1,[6],True
277,281,4,34,34,"[4, 6, 10, 12, 16, 22, 24, 30, 34, 36, 40, 42, 46, 52, 54, 60, 64, 66, 70, 72, 76, 82, 84, 90, 94, 96, 100, 102, 106, 112, 114, 120, 124, 126]",4,"[4, 6, 10, 12]",False,4,"[4, 6, 10, 12]",False,2,"[4, 6]",1,[4],1,[6],False,False,False,278,1,4,289,12,3,278,1,4,289,12,3,278,1,4,289,12,3,1,[4],True
281,283,2,35,35,"[2, 6, 8, 12, 18, 20, 26, 30, 32, 36, 38, 42, 48, 50, 56, 60, 62, 66, 68, 72, 78, 80, 86, 90, 92, 96, 98, 102, 108, 110, 116, 120, 122, 126, 128]",1,[2],False,1,[2],False,1,[2],1,[2],0,[],False,True,True,282,1,8,284,3,6,282,1,8,284,3,6,282,1,8,284,3,6,1,[2],True
283,293,10,34,34,"[4, 6, 10, 16, 18, 24, 28, 30, 34, 36, 40, 46, 48, 54, 58, 60, 64, 66, 70, 76, 78, 84, 88, 90, 94, 96, 100, 106, 108, 114, 118, 120, 124, 126]",1,[4],True,34,"[4, 6, 10, 16, 18, 24, 28, 30, 34, 36, 40, 46, 48, 54, 58, 60, 64, 66, 70, 76, 78, 84, 88, 90, 94, 96, 100, 106, 108, 114, 118, 120, 124, 126]",False,19,"[10, 24, 28, 30, 34, 48, 54, 64, 66, 70, 76, 84, 90, 96, 100, 106, 114, 118, 126]",1,[10],18,"[24, 28, 30, 34, 48, 54, 64, 66, 70, 76, 84, 90, 96, 100, 106, 114, 118, 126]",False,False,False,284,1,6,287,4,4,289,6,3,,,,289,6,3,,,,1,[10],True
293,307,14,34,34,"[6, 8, 14, 18, 20, 24, 26, 30, 36, 38, 44, 48, 50, 54, 56, 60, 66, 68, 74, 78, 80, 84, 86, 90, 96, 98, 104, 108, 110, 114, 116, 120, 126, 128]",0,[],True,18,"[6, 8, 14, 18, 20, 24, 26, 30, 36, 38, 44, 48, 50, 54, 56, 60, 66, 68]",False,10,"[14, 18, 20, 24, 38, 44, 54, 56, 60, 66]",1,[14],9,"[18, 20, 24, 38, 44, 54, 56, 60, 66]",False,False,False,294,1,12,295,2,4,295,2,4,361,68,3,295,2,4,361,68,3,1,[14],True
307,311,4,34,34,"[4, 6, 10, 12, 16, 22, 24, 30, 34, 36, 40, 42, 46, 52, 54, 60, 64, 66, 70, 72, 76, 82, 84, 90, 94, 96, 100, 102, 106, 112, 114, 120, 124, 126]",0,[],True,15,"[4, 6, 10, 12, 16, 22, 24, 30, 34, 36, 40, 42, 46, 52, 54]",False,9,"[4, 6, 10, 24, 30, 40, 42, 46, 52]",1,[4],8,"[6, 10, 24, 30, 40, 42, 46, 52]",False,False,False,308,1,12,309,2,4,309,2,4,361,54,3,309,2,4,361,54,3,1,[4],True
311,313,2,35,35,"[2, 6, 8, 12, 18, 20, 26, 30, 32, 36, 38, 42, 48, 50, 56, 60, 62, 66, 68, 72, 78, 80, 86, 90, 92, 96, 98, 102, 108, 110, 116, 120, 122, 126, 128]",1,[2],False,1,[2],False,1,[2],1,[2],0,[],False,True,True,312,1,16,314,3,4,312,1,16,314,3,4,312,1,16,314,3,4,1,[2],True
313,317,4,34,34,"[4, 6, 10, 16, 18, 24, 28, 30, 34, 36, 40, 46, 48, 54, 58, 60, 64, 66, 70, 76, 78, 84, 88, 90, 94, 96, 100, 106, 108, 114, 118, 120, 124, 126]",13,"[4, 6, 10, 16, 18, 24, 28, 30, 34, 36, 40, 46, 48]",False,13,"[4, 6, 10, 16, 18, 24, 28, 30, 34, 36, 40, 46, 48]",False,7,"[4, 18, 24, 34, 36, 40, 46]",1,[4],6,"[18, 24, 34, 36, 40, 46]",False,False,False,314,1,4,361,48,3,314,1,4,361,48,3,314,1,4,361,48,3,1,[4],True
317,331,14,34,34,"[2, 6, 12, 14, 20, 24, 26, 30, 32, 36, 42, 44, 50, 54, 56, 60, 62, 66, 72, 74, 80, 84, 86, 90, 92, 96, 102, 104, 110, 114, 116, 120, 122, 126]",1,[2],True,12,"[2, 6, 12, 14, 20, 24, 26, 30, 32, 36, 42, 44]",False,6,"[14, 20, 30, 32, 36, 42]",1,[14],5,"[20, 30, 32, 36, 42]",False,False,False,318,1,8,319,2,4,319,2,4,361,44,3,319,2,4,361,44,3,1,[14],True
331,337,6,33,33,"[6, 10, 12, 16, 18, 22, 28, 30, 36, 40, 42, 46, 48, 52, 58, 60, 66, 70, 72, 76, 78, 82, 88, 90, 96, 100, 102, 106, 108, 112, 118, 120, 126]",0,[],True,8,"[6, 10, 12, 16, 18, 22, 28, 30]",False,5,"[6, 16, 18, 22, 28]",1,[6],4,"[16, 18, 22, 28]",False,False,False,332,1,6,334,3,4,334,3,4,361,30,3,334,3,4,361,30,3,1,[6],True
337,347,10,34,34,"[4, 6, 10, 12, 16, 22, 24, 30, 34, 36, 40, 42, 46, 52, 54, 60, 64, 66, 70, 72, 76, 82, 84, 90, 94, 96, 100, 102, 106, 112, 114, 120, 124, 126]",0,[],True,7,"[4, 6, 10, 12, 16, 22, 24]",False,4,"[10, 12, 16, 22]",1,[10],3,"[12, 16, 22]",False,False,False,338,1,6,339,2,4,339,2,4,361,24,3,339,2,4,361,24,3,1,[10],True
347,349,2,34,34,"[2, 6, 12, 14, 20, 24, 26, 30, 32, 36, 42, 44, 50, 54, 56, 60, 62, 66, 72, 74, 80, 84, 86, 90, 92, 96, 102, 104, 110, 114, 116, 120, 122, 126]",1,[2],False,1,[2],False,1,[2],1,[2],0,[],False,True,True,348,1,12,351,4,8,348,1,12,351,4,8,348,1,12,351,4,8,1,[2],True
349,353,4,33,33,"[4, 10, 12, 18, 22, 24, 28, 30, 34, 40, 42, 48, 52, 54, 58, 60, 64, 70, 72, 78, 82, 84, 88, 90, 94, 100, 102, 108, 112, 114, 118, 120, 124]",0,[],True,1,[4],False,1,[4],1,[4],0,[],False,True,True,350,1,12,351,2,8,351,2,8,355,6,4,351,2,8,355,6,4,1,[4],True
353,359,6,34,34,"[6, 8, 14, 18, 20, 24, 26, 30, 36, 38, 44, 48, 50, 54, 56, 60, 66, 68, 74, 78, 80, 84, 86, 90, 96, 98, 104, 108, 110, 114, 116, 120, 126, 128]",0,[],True,2,"[6, 8]",False,1,[6],1,[6],0,[],False,True,True,354,1,8,355,2,4,355,2,4,361,8,3,355,2,4,361,8,3,1,[6],True
359,367,8,34,34,"[2, 8, 12, 14, 18, 20, 24, 30, 32, 38, 42, 44, 48, 50, 54, 60, 62, 68, 72, 74, 78, 80, 84, 90, 92, 98, 102, 104, 108, 110, 114, 120, 122, 128]",1,[2],True,34,"[2, 8, 12, 14, 18, 20, 24, 30, 32, 38, 42, 44, 48, 50, 54, 60, 62, 68, 72, 74, 78, 80, 84, 90, 92, 98, 102, 104, 108, 110, 114, 120, 122, 128]",False,21,"[8, 14, 20, 24, 30, 38, 42, 50, 60, 62, 72, 74, 80, 84, 90, 98, 102, 104, 108, 120, 128]",1,[8],20,"[14, 20, 24, 30, 38, 42, 50, 60, 62, 72, 74, 80, 84, 90, 98, 102, 104, 108, 120, 128]",False,False,False,360,1,24,361,2,3,361,2,3,,,,361,2,3,,,,1,[8],True
367,373,6,34,34,"[4, 6, 10, 12, 16, 22, 24, 30, 34, 36, 40, 42, 46, 52, 54, 60, 64, 66, 70, 72, 76, 82, 84, 90, 94, 96, 100, 102, 106, 112, 114, 120, 124, 126]",0,[],True,34,"[4, 6, 10, 12, 16, 22, 24, 30, 34, 36, 40, 42, 46, 52, 54, 60, 64, 66, 70, 72, 76, 82, 84, 90, 94, 96, 100, 102, 106, 112, 114, 120, 124, 126]",False,21,"[6, 12, 16, 22, 30, 34, 42, 52, 54, 64, 66, 72, 76, 82, 90, 94, 96, 100, 112, 120, 124]",1,[6],20,"[12, 16, 22, 30, 34, 42, 52, 54, 64, 66, 72, 76, 82, 90, 94, 96, 100, 112, 120, 124]",False,False,False,368,1,10,369,2,6,371,4,4,,,,371,4,4,,,,1,[6],True
373,379,6,34,34,"[4, 6, 10, 16, 18, 24, 28, 30, 34, 36, 40, 46, 48, 54, 58, 60, 64, 66, 70, 76, 78, 84, 88, 90, 94, 96, 100, 106, 108, 114, 118, 120, 124, 126]",1,[4],True,34,"[4, 6, 10, 16, 18, 24, 28, 30, 34, 36, 40, 46, 48, 54, 58, 60, 64, 66, 70, 76, 78, 84, 88, 90, 94, 96, 100, 106, 108, 114, 118, 120, 124, 126]",False,21,"[6, 10, 16, 24, 28, 36, 46, 48, 58, 60, 66, 70, 76, 84, 88, 90, 94, 106, 114, 118, 126]",1,[6],20,"[10, 16, 24, 28, 36, 46, 48, 58, 60, 66, 70, 76, 84, 88, 90, 94, 106, 114, 118, 126]",False,False,False,374,1,8,377,4,4,377,4,4,,,,377,4,4,,,,1,[6],True
379,383,4,33,33,"[4, 10, 12, 18, 22, 24, 28, 30, 34, 40, 42, 48, 52, 54, 58, 60, 64, 70, 72, 78, 82, 84, 88, 90, 94, 100, 102, 108, 112, 114, 118, 120, 124]",0,[],True,33,"[4, 10, 12, 18, 22, 24, 28, 30, 34, 40, 42, 48, 52, 54, 58, 60, 64, 70, 72, 78, 82, 84, 88, 90, 94, 100, 102, 108, 112, 114, 118, 120, 124]",False,21,"[4, 10, 18, 22, 30, 40, 42, 52, 54, 60, 64, 70, 78, 82, 84, 88, 100, 108, 112, 120, 124]",1,[4],20,"[10, 18, 22, 30, 40, 42, 52, 54, 60, 64, 70, 78, 82, 84, 88, 100, 108, 112, 120, 124]",False,False,False,380,1,12,381,2,4,381,2,4,,,,381,2,4,,,,1,[4],True
383,389,6,34,34,"[6, 8, 14, 18, 20, 24, 26, 30, 36, 38, 44, 48, 50, 54, 56, 60, 66, 68, 74, 78, 80, 84, 86, 90, 96, 98, 104, 108, 110, 114, 116, 120, 126, 128]",0,[],True,34,"[6, 8, 14, 18, 20, 24, 26, 30, 36, 38, 44, 48, 50, 54, 56, 60, 66, 68, 74, 78, 80, 84, 86, 90, 96, 98, 104, 108, 110, 114, 116, 120, 126, 128]",False,21,"[6, 14, 18, 26, 36, 38, 48, 50, 56, 60, 66, 74, 78, 80, 84, 96, 104, 108, 116, 120, 126]",1,[6],20,"[14, 18, 26, 36, 38, 48, 50, 56, 60, 66, 74, 78, 80, 84, 96, 104, 108, 116, 120, 126]",False,False,False,384,1,16,385,2,8,386,3,4,,,,386,3,4,,,,1,[6],True
389,397,8,34,34,"[2, 8, 12, 14, 18, 20, 24, 30, 32, 38, 42, 44, 48, 50, 54, 60, 62, 68, 72, 74, 78, 80, 84, 90, 92, 98, 102, 104, 108, 110, 114, 120, 122, 128]",1,[2],True,34,"[2, 8, 12, 14, 18, 20, 24, 30, 32, 38, 42, 44, 48, 50, 54, 60, 62, 68, 72, 74, 78, 80, 84, 90, 92, 98, 102, 104, 108, 110, 114, 120, 122, 128]",False,20,"[8, 12, 20, 30, 32, 42, 44, 50, 54, 60, 68, 72, 74, 78, 90, 98, 102, 110, 114, 120]",1,[8],19,"[12, 20, 30, 32, 42, 44, 50, 54, 60, 68, 72, 74, 78, 90, 98, 102, 110, 114, 120]",False,False,False,390,1,16,391,2,4,391,2,4,,,,391,2,4,,,,1,[8],True
397,401,4,34,34,"[4, 6, 10, 12, 16, 22, 24, 30, 34, 36, 40, 42, 46, 52, 54, 60, 64, 66, 70, 72, 76, 82, 84, 90, 94, 96, 100, 102, 106, 112, 114, 120, 124, 126]",34,"[4, 6, 10, 12, 16, 22, 24, 30, 34, 36, 40, 42, 46, 52, 54, 60, 64, 66, 70, 72, 76, 82, 84, 90, 94, 96, 100, 102, 106, 112, 114, 120, 124, 126]",False,34,"[4, 6, 10, 12, 16, 22, 24, 30, 34, 36, 40, 42, 46, 52, 54, 60, 64, 66, 70, 72, 76, 82, 84, 90, 94, 96, 100, 102, 106, 112, 114, 120, 124, 126]",False,21,"[4, 12, 22, 24, 34, 36, 42, 46, 52, 60, 64, 66, 70, 82, 90, 94, 102, 106, 112, 124, 126]",1,[4],20,"[12, 22, 24, 34, 36, 42, 46, 52, 60, 64, 66, 70, 82, 90, 94, 102, 106, 112, 124, 126]",False,False,False,398,1,4,,,,398,1,4,,,,398,1,4,,,,1,[4],True
401,409,8,35,35,"[2, 6, 8, 12, 18, 20, 26, 30, 32, 36, 38, 42, 48, 50, 56, 60, 62, 66, 68, 72, 78, 80, 86, 90, 92, 96, 98, 102, 108, 110, 116, 120, 122, 126, 128]",1,[2],True,35,"[2, 6, 8, 12, 18, 20, 26, 30, 32, 36, 38, 42, 48, 50, 56, 60, 62, 66, 68, 72, 78, 80, 86, 90, 92, 96, 98, 102, 108, 110, 116, 120, 122, 126, 128]",False,20,"[8, 18, 20, 30, 32, 38, 42, 48, 56, 60, 62, 66, 78, 86, 90, 98, 102, 108, 120, 122]",1,[8],19,"[18, 20, 30, 32, 38, 42, 48, 56, 60, 62, 66, 78, 86, 90, 98, 102, 108, 120, 122]",False,False,False,402,1,8,403,2,4,403,2,4,529,128,3,403,2,4,529,128,3,1,[8],True
409,419,10,33,33,"[4, 10, 12, 18, 22, 24, 28, 30, 34, 40, 42, 48, 52, 54, 58, 60, 64, 70, 72, 78, 82, 84, 88, 90, 94, 100, 102, 108, 112, 114, 118, 120, 124]",0,[],True,32,"[4, 10, 12, 18, 22, 24, 28, 30, 34, 40, 42, 48, 52, 54, 58, 60, 64, 70, 72, 78, 82, 84, 88, 90, 94, 100, 102, 108, 112, 114, 118, 120]",False,19,"[10, 12, 22, 24, 30, 34, 40, 48, 52, 54, 58, 70, 78, 82, 90, 94, 100, 112, 114]",1,[10],18,"[12, 22, 24, 30, 34, 40, 48, 52, 54, 58, 70, 78, 82, 90, 94, 100, 112, 114]",False,False,False,410,1,8,411,2,4,411,2,4,529,120,3,411,2,4,529,120,3,1,[10],True
419,421,2,34,34,"[2, 8, 12, 14, 18, 20, 24, 30, 32, 38, 42, 44, 48, 50, 54, 60, 62, 68, 72, 74, 78, 80, 84, 90, 92, 98, 102, 104, 108, 110, 114, 120, 122, 128]",1,[2],False,1,[2],False,1,[2],1,[2],0,[],False,True,True,420,1,24,422,3,4,420,1,24,422,3,4,420,1,24,422,3,4,1,[2],True
421,431,10,33,33,"[6, 10, 12, 16, 18, 22, 28, 30, 36, 40, 42, 46, 48, 52, 58, 60, 66, 70, 72, 76, 78, 82, 88, 90, 96, 100, 102, 106, 108, 112, 118, 120, 126]",29,"[6, 10, 12, 16, 18, 22, 28, 30, 36, 40, 42, 46, 48, 52, 58, 60, 66, 70, 72, 76, 78, 82, 88, 90, 96, 100, 102, 106, 108]",False,29,"[6, 10, 12, 16, 18, 22, 28, 30, 36, 40, 42, 46, 48, 52, 58, 60, 66, 70, 72, 76, 78, 82, 88, 90, 96, 100, 102, 106, 108]",False,17,"[10, 12, 18, 22, 28, 36, 40, 42, 46, 58, 66, 70, 78, 82, 88, 100, 102]",1,[10],16,"[12, 18, 22, 28, 36, 40, 42, 46, 58, 66, 70, 78, 82, 88, 100, 102]",False,False,False,422,1,4,529,108,3,422,1,4,529,108,3,422,1,4,529,108,3,1,[10],True
431,433,2,35,35,"[2, 6, 8, 12, 18, 20, 26, 30, 32, 36, 38, 42, 48, 50, 56, 60, 62, 66, 68, 72, 78, 80, 86, 90, 92, 96, 98, 102, 108, 110, 116, 120, 122, 126, 128]",1,[2],False,1,[2],False,1,[2],1,[2],0,[],False,True,True,432,1,20,434,3,8,432,1,20,434,3,8,432,1,20,434,3,8,1,[2],True
433,439,6,34,34,"[4, 6, 10, 16, 18, 24, 28, 30, 34, 36, 40, 46, 48, 54, 58, 60, 64, 66, 70, 76, 78, 84, 88, 90, 94, 96, 100, 106, 108, 114, 118, 120, 124, 126]",0,[],True,26,"[4, 6, 10, 16, 18, 24, 28, 30, 34, 36, 40, 46, 48, 54, 58, 60, 64, 66, 70, 76, 78, 84, 88, 90, 94, 96]",False,15,"[6, 10, 16, 24, 28, 30, 34, 46, 54, 58, 66, 70, 76, 88, 90]",1,[6],14,"[10, 16, 24, 28, 30, 34, 46, 54, 58, 66, 70, 76, 88, 90]",False,False,False,434,1,8,436,3,6,437,4,4,529,96,3,437,4,4,529,96,3,1,[6],True
439,443,4,33,33,"[4, 10, 12, 18, 22, 24, 28, 30, 34, 40, 42, 48, 52, 54, 58, 60, 64, 70, 72, 78, 82, 84, 88, 90, 94, 100, 102, 108, 112, 114, 118, 120, 124]",0,[],True,1,[4],False,1,[4],1,[4],0,[],False,True,True,440,1,16,441,2,9,442,3,8,445,6,4,442,3,8,445,6,4,1,[4],True
443,449,6,34,34,"[6, 8, 14, 18, 20, 24, 26, 30, 36, 38, 44, 48, 50, 54, 56, 60, 66, 68, 74, 78, 80, 84, 86, 90, 96, 98, 104, 108, 110, 114, 116, 120, 126, 128]",0,[],True,23,"[6, 8, 14, 18, 20, 24, 26, 30, 36, 38, 44, 48, 50, 54, 56, 60, 66, 68, 74, 78, 80, 84, 86]",False,13,"[6, 14, 18, 20, 24, 36, 44, 48, 56, 60, 66, 78, 80]",1,[6],12,"[14, 18, 20, 24, 36, 44, 48, 56, 60, 66, 78, 80]",False,False,False,444,1,12,445,2,4,445,2,4,529,86,3,445,2,4,529,86,3,1,[6],True
449,457,8,34,34,"[2, 8, 12, 14, 18, 20, 24, 30, 32, 38, 42, 44, 48, 50, 54, 60, 62, 68, 72, 74, 78, 80, 84, 90, 92, 98, 102, 104, 108, 110, 114, 120, 122, 128]",1,[2],True,22,"[2, 8, 12, 14, 18, 20, 24, 30, 32, 38, 42, 44, 48, 50, 54, 60, 62, 68, 72, 74, 78, 80]",False,12,"[8, 12, 14, 18, 30, 38, 42, 50, 54, 60, 72, 74]",1,[8],11,"[12, 14, 18, 30, 38, 42, 50, 54, 60, 72, 74]",False,False,False,450,1,18,451,2,4,451,2,4,529,80,3,451,2,4,529,80,3,1,[8],True
457,461,4,34,34,"[4, 6, 10, 12, 16, 22, 24, 30, 34, 36, 40, 42, 46, 52, 54, 60, 64, 66, 70, 72, 76, 82, 84, 90, 94, 96, 100, 102, 106, 112, 114, 120, 124, 126]",20,"[4, 6, 10, 12, 16, 22, 24, 30, 34, 36, 40, 42, 46, 52, 54, 60, 64, 66, 70, 72]",False,20,"[4, 6, 10, 12, 16, 22, 24, 30, 34, 36, 40, 42, 46, 52, 54, 60, 64, 66, 70, 72]",False,11,"[4, 6, 10, 22, 30, 34, 42, 46, 52, 64, 66]",1,[4],10,"[6, 10, 22, 30, 34, 42, 46, 52, 64, 66]",False,False,False,458,1,4,529,72,3,458,1,4,529,72,3,458,1,4,529,72,3,1,[4],True
461,463,2,35,35,"[2, 6, 8, 12, 18, 20, 26, 30, 32, 36, 38, 42, 48, 50, 56, 60, 62, 66, 68, 72, 78, 80, 86, 90, 92, 96, 98, 102, 108, 110, 116, 120, 122, 126, 128]",1,[2],False,1,[2],False,1,[2],1,[2],0,[],False,True,True,462,1,16,464,3,10,462,1,16,464,3,10,462,1,16,464,3,10,1,[2],True
463,467,4,34,34,"[4, 6, 10, 16, 18, 24, 28, 30, 34, 36, 40, 46, 48, 54, 58, 60, 64, 66, 70, 76, 78, 84, 88, 90, 94, 96, 100, 106, 108, 114, 118, 120, 124, 126]",0,[],True,18,"[4, 6, 10, 16, 18, 24, 28, 30, 34, 36, 40, 46, 48, 54, 58, 60, 64, 66]",False,9,"[4, 16, 24, 28, 36, 40, 46, 58, 60]",1,[4],8,"[16, 24, 28, 36, 40, 46, 58, 60]",False,False,False,464,1,10,465,2,8,466,3,4,529,66,3,466,3,4,529,66,3,1,[4],True
