anchor_p,actual_q,actual_offset,candidate_count,structural_survivor_count,structural_survivors,rule_x_survivor_count,rule_x_survivors,rule_x_true_rejected,survivor_lock_survivor_count,survivor_lock_survivors,survivor_lock_true_rejected,label_active_survivor_count,label_active_survivors,label_resolved_survivor_count,label_resolved_survivors,label_unresolved_survivor_count,label_unresolved_survivors,label_lock_true_rejected,label_lock_unique_resolved,label_lock_unique_resolved_match,lock_carrier,lock_carrier_offset,lock_carrier_d,lock_threat,lock_threat_offset,lock_threat_d,survivor_lock_carrier,survivor_lock_carrier_offset,survivor_lock_carrier_d,survivor_lock_threat,survivor_lock_threat_offset,survivor_lock_threat_d,label_lock_carrier,label_lock_carrier_offset,label_lock_carrier_d,label_lock_threat,label_lock_threat_offset,label_lock_threat_d,exact_survivor_count,exact_survivors,exact_unique_match
467,479,12,34,34,"[2, 6, 12, 14, 20, 24, 26, 30, 32, 36, 42, 44, 50, 54, 56, 60, 62, 66, 72, 74, 80, 84, 86, 90, 92, 96, 102, 104, 110, 114, 116, 120, 122, 126]",1,[2],True,17,"[2, 6, 12, 14, 20, 24, 26, 30, 32, 36, 42, 44, 50, 54, 56, 60, 62]",False,8,"[12, 20, 24, 32, 36, 42, 54, 56]",1,[12],7,"[20, 24, 32, 36, 42, 54, 56]",False,False,False,468,1,18,469,2,4,469,2,4,529,62,3,469,2,4,529,62,3,1,[12],True
479,487,8,34,34,"[2, 8, 12, 14, 18, 20, 24, 30, 32, 38, 42, 44, 48, 50, 54, 60, 62, 68, 72, 74, 78, 80, 84, 90, 92, 98, 102, 104, 108, 110, 114, 120, 122, 128]",1,[2],True,14,"[2, 8, 12, 14, 18, 20, 24, 30, 32, 38, 42, 44, 48, 50]",False,7,"[8, 12, 20, 24, 30, 42, 44]",1,[8],6,"[12, 20, 24, 30, 42, 44]",False,False,False,480,1,24,481,2,4,481,2,4,529,50,3,481,2,4,529,50,3,1,[8],True
487,491,4,34,34,"[4, 6, 10, 12, 16, 22, 24, 30, 34, 36, 40, 42, 46, 52, 54, 60, 64, 66, 70, 72, 76, 82, 84, 90, 94, 96, 100, 102, 106, 112, 114, 120, 124, 126]",0,[],True,12,"[4, 6, 10, 12, 16, 22, 24, 30, 34, 36, 40, 42]",False,6,"[4, 12, 16, 22, 34, 36]",1,[4],5,"[12, 16, 22, 34, 36]",False,False,False,488,1,8,489,2,4,489,2,4,529,42,3,489,2,4,529,42,3,1,[4],True
491,499,8,35,35,"[2, 6, 8, 12, 18, 20, 26, 30, 32, 36, 38, 42, 48, 50, 56, 60, 62, 66, 68, 72, 78, 80, 86, 90, 92, 96, 98, 102, 108, 110, 116, 120, 122, 126, 128]",1,[2],True,11,"[2, 6, 8, 12, 18, 20, 26, 30, 32, 36, 38]",False,5,"[8, 12, 18, 30, 32]",1,[8],4,"[12, 18, 30, 32]",False,False,False,492,1,12,493,2,4,493,2,4,529,38,3,493,2,4,529,38,3,1,[8],True
499,503,4,33,33,"[4, 10, 12, 18, 22, 24, 28, 30, 34, 40, 42, 48, 52, 54, 58, 60, 64, 70, 72, 78, 82, 84, 88, 90, 94, 100, 102, 108, 112, 114, 118, 120, 124]",0,[],True,8,"[4, 10, 12, 18, 22, 24, 28, 30]",False,4,"[4, 10, 22, 24]",1,[4],3,"[10, 22, 24]",False,False,False,500,1,12,501,2,4,501,2,4,529,30,3,501,2,4,529,30,3,1,[4],True
503,509,6,34,34,"[6, 8, 14, 18, 20, 24, 26, 30, 36, 38, 44, 48, 50, 54, 56, 60, 66, 68, 74, 78, 80, 84, 86, 90, 96, 98, 104, 108, 110, 114, 116, 120, 126, 128]",0,[],True,7,"[6, 8, 14, 18, 20, 24, 26]",False,3,"[6, 18, 20]",1,[6],2,"[18, 20]",False,False,False,504,1,24,505,2,4,505,2,4,529,26,3,505,2,4,529,26,3,1,[6],True
509,521,12,34,34,"[2, 8, 12, 14, 18, 20, 24, 30, 32, 38, 42, 44, 48, 50, 54, 60, 62, 68, 72, 74, 78, 80, 84, 90, 92, 98, 102, 104, 108, 110, 114, 120, 122, 128]",1,[2],True,6,"[2, 8, 12, 14, 18, 20]",False,2,"[12, 14]",1,[12],1,[14],False,False,False,510,1,16,511,2,4,511,2,4,529,20,3,511,2,4,529,20,3,1,[12],True
521,523,2,35,35,"[2, 6, 8, 12, 18, 20, 26, 30, 32, 36, 38, 42, 48, 50, 56, 60, 62, 66, 68, 72, 78, 80, 86, 90, 92, 96, 98, 102, 108, 110, 116, 120, 122, 126, 128]",1,[2],False,1,[2],False,1,[2],1,[2],0,[],False,True,True,522,1,12,524,3,6,522,1,12,524,3,6,522,1,12,524,3,6,1,[2],True
523,541,18,34,34,"[4, 6, 10, 16, 18, 24, 28, 30, 34, 36, 40, 46, 48, 54, 58, 60, 64, 66, 70, 76, 78, 84, 88, 90, 94, 96, 100, 106, 108, 114, 118, 120, 124, 126]",0,[],True,34,"[4, 6, 10, 16, 18, 24, 28, 30, 34, 36, 40, 46, 48, 54, 58, 60, 64, 66, 70, 76, 78, 84, 88, 90, 94, 96, 100, 106, 108, 114, 118, 120, 124, 126]",False,19,"[18, 24, 34, 40, 46, 48, 54, 64, 70, 76, 78, 84, 90, 94, 96, 108, 118, 120, 124]",1,[18],18,"[24, 34, 40, 46, 48, 54, 64, 70, 76, 78, 84, 90, 94, 96, 108, 118, 120, 124]",False,False,False,524,1,6,526,3,4,529,6,3,,,,529,6,3,,,,1,[18],True
541,547,6,33,33,"[6, 10, 12, 16, 18, 22, 28, 30, 36, 40, 42, 46, 48, 52, 58, 60, 66, 70, 72, 76, 78, 82, 88, 90, 96, 100, 102, 106, 108, 112, 118, 120, 126]",33,"[6, 10, 12, 16, 18, 22, 28, 30, 36, 40, 42, 46, 48, 52, 58, 60, 66, 70, 72, 76, 78, 82, 88, 90, 96, 100, 102, 106, 108, 112, 118, 120, 126]",False,33,"[6, 10, 12, 16, 18, 22, 28, 30, 36, 40, 42, 46, 48, 52, 58, 60, 66, 70, 72, 76, 78, 82, 88, 90, 96, 100, 102, 106, 108, 112, 118, 120, 126]",False,21,"[6, 16, 22, 28, 30, 36, 46, 52, 58, 60, 66, 72, 76, 78, 90, 100, 102, 106, 112, 118, 120]",1,[6],20,"[16, 22, 28, 30, 36, 46, 52, 58, 60, 66, 72, 76, 78, 90, 100, 102, 106, 112, 118, 120]",False,False,False,542,1,4,,,,542,1,4,,,,542,1,4,,,,1,[6],True
547,557,10,34,34,"[4, 6, 10, 12, 16, 22, 24, 30, 34, 36, 40, 42, 46, 52, 54, 60, 64, 66, 70, 72, 76, 82, 84, 90, 94, 96, 100, 102, 106, 112, 114, 120, 124, 126]",1,[4],True,34,"[4, 6, 10, 12, 16, 22, 24, 30, 34, 36, 40, 42, 46, 52, 54, 60, 64, 66, 70, 72, 76, 82, 84, 90, 94, 96, 100, 102, 106, 112, 114, 120, 124, 126]",False,21,"[10, 16, 22, 24, 30, 40, 46, 52, 54, 60, 66, 70, 72, 84, 94, 96, 100, 106, 112, 114, 126]",1,[10],20,"[16, 22, 24, 30, 40, 46, 52, 54, 60, 66, 70, 72, 84, 94, 96, 100, 106, 112, 114, 126]",False,False,False,548,1,6,551,4,4,551,4,4,,,,551,4,4,,,,1,[10],True
557,563,6,34,34,"[2, 6, 12, 14, 20, 24, 26, 30, 32, 36, 42, 44, 50, 54, 56, 60, 62, 66, 72, 74, 80, 84, 86, 90, 92, 96, 102, 104, 110, 114, 116, 120, 122, 126]",1,[2],True,34,"[2, 6, 12, 14, 20, 24, 26, 30, 32, 36, 42, 44, 50, 54, 56, 60, 62, 66, 72, 74, 80, 84, 86, 90, 92, 96, 102, 104, 110, 114, 116, 120, 122, 126]",False,22,"[6, 12, 14, 20, 30, 36, 42, 44, 50, 56, 60, 62, 74, 84, 86, 90, 96, 102, 104, 116, 120, 126]",1,[6],21,"[12, 14, 20, 30, 36, 42, 44, 50, 56, 60, 62, 74, 84, 86, 90, 96, 102, 104, 116, 120, 126]",False,False,False,558,1,12,559,2,4,559,2,4,,,,559,2,4,,,,1,[6],True
563,569,6,34,34,"[6, 8, 14, 18, 20, 24, 26, 30, 36, 38, 44, 48, 50, 54, 56, 60, 66, 68, 74, 78, 80, 84, 86, 90, 96, 98, 104, 108, 110, 114, 116, 120, 126, 128]",0,[],True,34,"[6, 8, 14, 18, 20, 24, 26, 30, 36, 38, 44, 48, 50, 54, 56, 60, 66, 68, 74, 78, 80, 84, 86, 90, 96, 98, 104, 108, 110, 114, 116, 120, 126, 128]",False,22,"[6, 8, 14, 24, 30, 36, 38, 44, 50, 54, 56, 68, 78, 80, 84, 90, 96, 98, 110, 114, 120, 128]",1,[6],21,"[8, 14, 24, 30, 36, 38, 44, 50, 54, 56, 68, 78, 80, 84, 90, 96, 98, 110, 114, 120, 128]",False,False,False,564,1,12,565,2,4,565,2,4,,,,565,2,4,,,,1,[6],True
569,571,2,34,34,"[2, 8, 12, 14, 18, 20, 24, 30, 32, 38, 42, 44, 48, 50, 54, 60, 62, 68, 72, 74, 78, 80, 84, 90, 92, 98, 102, 104, 108, 110, 114, 120, 122, 128]",1,[2],False,1,[2],False,1,[2],1,[2],0,[],False,True,True,570,1,16,572,3,12,570,1,16,572,3,12,570,1,16,572,3,12,1,[2],True
571,577,6,33,33,"[6, 10, 12, 16, 18, 22, 28, 30, 36, 40, 42, 46, 48, 52, 58, 60, 66, 70, 72, 76, 78, 82, 88, 90, 96, 100, 102, 106, 108, 112, 118, 120, 126]",0,[],True,33,"[6, 10, 12, 16, 18, 22, 28, 30, 36, 40, 42, 46, 48, 52, 58, 60, 66, 70, 72, 76, 78, 82, 88, 90, 96, 100, 102, 106, 108, 112, 118, 120, 126]",False,20,"[6, 16, 22, 28, 30, 36, 42, 46, 48, 60, 70, 72, 76, 82, 88, 90, 102, 106, 112, 120]",1,[6],19,"[16, 22, 28, 30, 36, 42, 46, 48, 60, 70, 72, 76, 82, 88, 90, 102, 106, 112, 120]",False,False,False,572,1,12,573,2,4,573,2,4,,,,573,2,4,,,,1,[6],True
577,587,10,34,34,"[4, 6, 10, 12, 16, 22, 24, 30, 34, 36, 40, 42, 46, 52, 54, 60, 64, 66, 70, 72, 76, 82, 84, 90, 94, 96, 100, 102, 106, 112, 114, 120, 124, 126]",0,[],True,34,"[4, 6, 10, 12, 16, 22, 24, 30, 34, 36, 40, 42, 46, 52, 54, 60, 64, 66, 70, 72, 76, 82, 84, 90, 94, 96, 100, 102, 106, 112, 114, 120, 124, 126]",False,20,"[10, 16, 22, 24, 30, 36, 40, 42, 54, 64, 66, 70, 76, 82, 84, 96, 100, 106, 114, 124]",1,[10],19,"[16, 22, 24, 30, 36, 40, 42, 54, 64, 66, 70, 76, 82, 84, 96, 100, 106, 114, 124]",False,False,False,578,1,6,579,2,4,579,2,4,,,,579,2,4,,,,1,[10],True
587,593,6,34,34,"[2, 6, 12, 14, 20, 24, 26, 30, 32, 36, 42, 44, 50, 54, 56, 60, 62, 66, 72, 74, 80, 84, 86, 90, 92, 96, 102, 104, 110, 114, 116, 120, 122, 126]",1,[2],True,34,"[2, 6, 12, 14, 20, 24, 26, 30, 32, 36, 42, 44, 50, 54, 56, 60, 62, 66, 72, 74, 80, 84, 86, 90, 92, 96, 102, 104, 110, 114, 116, 120, 122, 126]",False,20,"[6, 12, 14, 20, 26, 30, 32, 44, 54, 56, 60, 66, 72, 74, 86, 90, 96, 104, 114, 122]",1,[6],19,"[12, 14, 20, 26, 30, 32, 44, 54, 56, 60, 66, 72, 74, 86, 90, 96, 104, 114, 122]",False,False,False,588,1,18,589,2,4,589,2,4,,,,589,2,4,,,,1,[6],True
593,599,6,34,34,"[6, 8, 14, 18, 20, 24, 26, 30, 36, 38, 44, 48, 50, 54, 56, 60, 66, 68, 74, 78, 80, 84, 86, 90, 96, 98, 104, 108, 110, 114, 116, 120, 126, 128]",0,[],True,34,"[6, 8, 14, 18, 20, 24, 26, 30, 36, 38, 44, 48, 50, 54, 56, 60, 66, 68, 74, 78, 80, 84, 86, 90, 96, 98, 104, 108, 110, 114, 116, 120, 126, 128]",False,20,"[6, 8, 14, 20, 24, 26, 38, 48, 50, 54, 60, 66, 68, 80, 84, 90, 98, 108, 116, 126]",1,[6],19,"[8, 14, 20, 24, 26, 38, 48, 50, 54, 60, 66, 68, 80, 84, 90, 98, 108, 116, 126]",False,False,False,594,1,16,595,2,8,597,4,4,,,,597,4,4,,,,1,[6],True
599,601,2,34,34,"[2, 8, 12, 14, 18, 20, 24, 30, 32, 38, 42, 44, 48, 50, 54, 60, 62, 68, 72, 74, 78, 80, 84, 90, 92, 98, 102, 104, 108, 110, 114, 120, 122, 128]",1,[2],False,1,[2],False,1,[2],1,[2],0,[],False,True,True,600,1,24,602,3,8,600,1,24,602,3,8,600,1,24,602,3,8,1,[2],True
601,607,6,33,33,"[6, 10, 12, 16, 18, 22, 28, 30, 36, 40, 42, 46, 48, 52, 58, 60, 66, 70, 72, 76, 78, 82, 88, 90, 96, 100, 102, 106, 108, 112, 118, 120, 126]",0,[],True,2,"[6, 10]",False,1,[6],1,[6],0,[],False,True,True,602,1,8,603,2,6,603,2,6,611,10,4,603,2,6,611,10,4,1,[6],True
607,613,6,34,34,"[4, 6, 10, 12, 16, 22, 24, 30, 34, 36, 40, 42, 46, 52, 54, 60, 64, 66, 70, 72, 76, 82, 84, 90, 94, 96, 100, 102, 106, 112, 114, 120, 124, 126]",0,[],True,34,"[4, 6, 10, 12, 16, 22, 24, 30, 34, 36, 40, 42, 46, 52, 54, 60, 64, 66, 70, 72, 76, 82, 84, 90, 94, 96, 100, 102, 106, 112, 114, 120, 124, 126]",False,19,"[6, 10, 12, 24, 34, 36, 40, 46, 52, 54, 66, 70, 76, 84, 94, 102, 112, 120, 126]",1,[6],18,"[10, 12, 24, 34, 36, 40, 46, 52, 54, 66, 70, 76, 84, 94, 102, 112, 120, 126]",False,False,False,608,1,12,609,2,8,611,4,4,,,,611,4,4,,,,1,[6],True
613,617,4,34,34,"[4, 6, 10, 16, 18, 24, 28, 30, 34, 36, 40, 46, 48, 54, 58, 60, 64, 66, 70, 76, 78, 84, 88, 90, 94, 96, 100, 106, 108, 114, 118, 120, 124, 126]",34,"[4, 6, 10, 16, 18, 24, 28, 30, 34, 36, 40, 46, 48, 54, 58, 60, 64, 66, 70, 76, 78, 84, 88, 90, 94, 96, 100, 106, 108, 114, 118, 120, 124, 126]",False,34,"[4, 6, 10, 16, 18, 24, 28, 30, 34, 36, 40, 46, 48, 54, 58, 60, 64, 66, 70, 76, 78, 84, 88, 90, 94, 96, 100, 106, 108, 114, 118, 120, 124, 126]",False,19,"[4, 6, 18, 28, 30, 34, 40, 46, 48, 60, 64, 70, 78, 88, 96, 106, 114, 120, 126]",1,[4],18,"[6, 18, 28, 30, 34, 40, 46, 48, 60, 64, 70, 78, 88, 96, 106, 114, 120, 126]",False,False,False,614,1,4,,,,614,1,4,,,,614,1,4,,,,1,[4],True
617,619,2,34,34,"[2, 6, 12, 14, 20, 24, 26, 30, 32, 36, 42, 44, 50, 54, 56, 60, 62, 66, 72, 74, 80, 84, 86, 90, 92, 96, 102, 104, 110, 114, 116, 120, 122, 126]",1,[2],False,1,[2],False,1,[2],1,[2],0,[],False,True,True,618,1,8,622,5,4,618,1,8,622,5,4,618,1,8,622,5,4,1,[2],True
619,631,12,33,33,"[4, 10, 12, 18, 22, 24, 28, 30, 34, 40, 42, 48, 52, 54, 58, 60, 64, 70, 72, 78, 82, 84, 88, 90, 94, 100, 102, 108, 112, 114, 118, 120, 124]",0,[],True,33,"[4, 10, 12, 18, 22, 24, 28, 30, 34, 40, 42, 48, 52, 54, 58, 60, 64, 70, 72, 78, 82, 84, 88, 90, 94, 100, 102, 108, 112, 114, 118, 120, 124]",False,18,"[12, 22, 24, 28, 34, 40, 42, 54, 58, 64, 72, 82, 90, 100, 108, 114, 120, 124]",1,[12],17,"[22, 24, 28, 34, 40, 42, 54, 58, 64, 72, 82, 90, 100, 108, 114, 120, 124]",False,False,False,620,1,12,621,2,8,622,3,4,,,,622,3,4,,,,1,[12],True
631,641,10,33,33,"[6, 10, 12, 16, 18, 22, 28, 30, 36, 40, 42, 46, 48, 52, 58, 60, 66, 70, 72, 76, 78, 82, 88, 90, 96, 100, 102, 106, 108, 112, 118, 120, 126]",0,[],True,33,"[6, 10, 12, 16, 18, 22, 28, 30, 36, 40, 42, 46, 48, 52, 58, 60, 66, 70, 72, 76, 78, 82, 88, 90, 96, 100, 102, 106, 108, 112, 118, 120, 126]",False,19,"[10, 12, 16, 22, 28, 30, 42, 46, 52, 60, 70, 78, 88, 96, 102, 108, 112, 120, 126]",1,[10],18,"[12, 16, 22, 28, 30, 42, 46, 52, 60, 70, 78, 88, 96, 102, 108, 112, 120, 126]",False,False,False,632,1,8,633,2,4,633,2,4,,,,633,2,4,,,,1,[10],True
641,643,2,35,35,"[2, 6, 8, 12, 18, 20, 26, 30, 32, 36, 38, 42, 48, 50, 56, 60, 62, 66, 68, 72, 78, 80, 86, 90, 92, 96, 98, 102, 108, 110, 116, 120, 122, 126, 128]",3,"[2, 6, 8]",False,3,"[2, 6, 8]",False,2,"[2, 6]",1,[2],1,[6],False,False,False,642,1,8,649,8,4,642,1,8,649,8,4,642,1,8,649,8,4,1,[2],True
643,647,4,34,34,"[4, 6, 10, 16, 18, 24, 28, 30, 34, 36, 40, 46, 48, 54, 58, 60, 64, 66, 70, 76, 78, 84, 88, 90, 94, 96, 100, 106, 108, 114, 118, 120, 124, 126]",0,[],True,2,"[4, 6]",False,1,[4],1,[4],0,[],False,True,True,644,1,12,645,2,8,645,2,8,649,6,4,645,2,8,649,6,4,1,[4],True
647,653,6,34,34,"[2, 6, 12, 14, 20, 24, 26, 30, 32, 36, 42, 44, 50, 54, 56, 60, 62, 66, 72, 74, 80, 84, 86, 90, 92, 96, 102, 104, 110, 114, 116, 120, 122, 126]",1,[2],True,34,"[2, 6, 12, 14, 20, 24, 26, 30, 32, 36, 42, 44, 50, 54, 56, 60, 62, 66, 72, 74, 80, 84, 86, 90, 92, 96, 102, 104, 110, 114, 116, 120, 122, 126]",False,19,"[6, 12, 14, 26, 30, 36, 44, 54, 62, 72, 80, 86, 92, 96, 104, 110, 114, 122, 126]",1,[6],18,"[12, 14, 26, 30, 36, 44, 54, 62, 72, 80, 86, 92, 96, 104, 110, 114, 122, 126]",False,False,False,648,1,20,649,2,4,649,2,4,,,,649,2,4,,,,1,[6],True
653,659,6,34,34,"[6, 8, 14, 18, 20, 24, 26, 30, 36, 38, 44, 48, 50, 54, 56, 60, 66, 68, 74, 78, 80, 84, 86, 90, 96, 98, 104, 108, 110, 114, 116, 120, 126, 128]",0,[],True,34,"[6, 8, 14, 18, 20, 24, 26, 30, 36, 38, 44, 48, 50, 54, 56, 60, 66, 68, 74, 78, 80, 84, 86, 90, 96, 98, 104, 108, 110, 114, 116, 120, 126, 128]",False,18,"[6, 8, 20, 24, 30, 38, 48, 56, 66, 74, 80, 86, 90, 98, 104, 108, 116, 120]",1,[6],17,"[8, 20, 24, 30, 38, 48, 56, 66, 74, 80, 86, 90, 98, 104, 108, 116, 120]",False,False,False,654,1,8,655,2,4,655,2,4,,,,655,2,4,,,,1,[6],True
659,661,2,34,34,"[2, 8, 12, 14, 18, 20, 24, 30, 32, 38, 42, 44, 48, 50, 54, 60, 62, 68, 72, 74, 78, 80, 84, 90, 92, 98, 102, 104, 108, 110, 114, 120, 122, 128]",1,[2],False,1,[2],False,1,[2],1,[2],0,[],False,True,True,660,1,24,662,3,4,660,1,24,662,3,4,660,1,24,662,3,4,1,[2],True
661,673,12,33,33,"[6, 10, 12, 16, 18, 22, 28, 30, 36, 40, 42, 46, 48, 52, 58, 60, 66, 70, 72, 76, 78, 82, 88, 90, 96, 100, 102, 106, 108, 112, 118, 120, 126]",33,"[6, 10, 12, 16, 18, 22, 28, 30, 36, 40, 42, 46, 48, 52, 58, 60, 66, 70, 72, 76, 78, 82, 88, 90, 96, 100, 102, 106, 108, 112, 118, 120, 126]",False,33,"[6, 10, 12, 16, 18, 22, 28, 30, 36, 40, 42, 46, 48, 52, 58, 60, 66, 70, 72, 76, 78, 82, 88, 90, 96, 100, 102, 106, 108, 112, 118, 120, 126]",False,17,"[12, 16, 22, 30, 40, 48, 58, 66, 72, 78, 82, 90, 96, 100, 108, 112, 126]",1,[12],16,"[16, 22, 30, 40, 48, 58, 66, 72, 78, 82, 90, 96, 100, 108, 112, 126]",False,False,False,662,1,4,,,,662,1,4,,,,662,1,4,,,,1,[12],True
673,677,4,34,34,"[4, 6, 10, 16, 18, 24, 28, 30, 34, 36, 40, 46, 48, 54, 58, 60, 64, 66, 70, 76, 78, 84, 88, 90, 94, 96, 100, 106, 108, 114, 118, 120, 124, 126]",34,"[4, 6, 10, 16, 18, 24, 28, 30, 34, 36, 40, 46, 48, 54, 58, 60, 64, 66, 70, 76, 78, 84, 88, 90, 94, 96, 100, 106, 108, 114, 118, 120, 124, 126]",False,34,"[4, 6, 10, 16, 18, 24, 28, 30, 34, 36, 40, 46, 48, 54, 58, 60, 64, 66, 70, 76, 78, 84, 88, 90, 94, 96, 100, 106, 108, 114, 118, 120, 124, 126]",False,17,"[4, 10, 18, 28, 36, 46, 54, 60, 66, 70, 78, 84, 88, 96, 100, 114, 124]",1,[4],16,"[10, 18, 28, 36, 46, 54, 60, 66, 70, 78, 84, 88, 96, 100, 114, 124]",False,False,False,674,1,4,,,,674,1,4,,,,674,1,4,,,,1,[4],True
677,683,6,34,34,"[2, 6, 12, 14, 20, 24, 26, 30, 32, 36, 42, 44, 50, 54, 56, 60, 62, 66, 72, 74, 80, 84, 86, 90, 92, 96, 102, 104, 110, 114, 116, 120, 122, 126]",1,[2],True,34,"[2, 6, 12, 14, 20, 24, 26, 30, 32, 36, 42, 44, 50, 54, 56, 60, 62, 66, 72, 74, 80, 84, 86, 90, 92, 96, 102, 104, 110, 114, 116, 120, 122, 126]",False,16,"[6, 14, 24, 32, 42, 50, 56, 62, 66, 74, 80, 84, 92, 96, 110, 120]",1,[6],15,"[14, 24, 32, 42, 50, 56, 62, 66, 74, 80, 84, 92, 96, 110, 120]",False,False,False,678,1,8,679,2,4,679,2,4,,,,679,2,4,,,,1,[6],True
683,691,8,34,34,"[6, 8, 14, 18, 20, 24, 26, 30, 36, 38, 44, 48, 50, 54, 56, 60, 66, 68, 74, 78, 80, 84, 86, 90, 96, 98, 104, 108, 110, 114, 116, 120, 126, 128]",0,[],True,34,"[6, 8, 14, 18, 20, 24, 26, 30, 36, 38, 44, 48, 50, 54, 56, 60, 66, 68, 74, 78, 80, 84, 86, 90, 96, 98, 104, 108, 110, 114, 116, 120, 126, 128]",False,17,"[8, 18, 26, 36, 44, 50, 56, 60, 68, 74, 78, 86, 90, 104, 114, 126, 128]",1,[8],16,"[18, 26, 36, 44, 50, 56, 60, 68, 74, 78, 86, 90, 104, 114, 126, 128]",False,False,False,684,1,18,685,2,4,685,2,4,,,,685,2,4,,,,1,[8],True
691,701,10,33,33,"[6, 10, 12, 16, 18, 22, 28, 30, 36, 40, 42, 46, 48, 52, 58, 60, 66, 70, 72, 76, 78, 82, 88, 90, 96, 100, 102, 106, 108, 112, 118, 120, 126]",0,[],True,33,"[6, 10, 12, 16, 18, 22, 28, 30, 36, 40, 42, 46, 48, 52, 58, 60, 66, 70, 72, 76, 78, 82, 88, 90, 96, 100, 102, 106, 108, 112, 118, 120, 126]",False,16,"[10, 18, 28, 36, 42, 48, 52, 60, 66, 70, 78, 82, 96, 106, 118, 120]",1,[10],15,"[18, 28, 36, 42, 48, 52, 60, 66, 70, 78, 82, 96, 106, 118, 120]",False,False,False,692,1,6,694,3,4,694,3,4,,,,694,3,4,,,,1,[10],True
701,709,8,35,35,"[2, 6, 8, 12, 18, 20, 26, 30, 32, 36, 38, 42, 48, 50, 56, 60, 62, 66, 68, 72, 78, 80, 86, 90, 92, 96, 98, 102, 108, 110, 116, 120, 122, 126, 128]",1,[2],True,35,"[2, 6, 8, 12, 18, 20, 26, 30, 32, 36, 38, 42, 48, 50, 56, 60, 62, 66, 68, 72, 78, 80, 86, 90, 92, 96, 98, 102, 108, 110, 116, 120, 122, 126, 128]",False,19,"[8, 18, 26, 32, 38, 42, 50, 56, 60, 68, 72, 86, 96, 108, 110, 120, 122, 126, 128]",1,[8],18,"[18, 26, 32, 38, 42, 50, 56, 60, 68, 72, 86, 96, 108, 110, 120, 122, 126, 128]",False,False,False,702,1,16,703,2,4,703,2,4,,,,703,2,4,,,,1,[8],True
