scale,anchor_p,seed_q0,recovered_q_for_audit_only,true_margin_q_minus_q0,visible_open_count_after_seed,true_visible_open_ordinal_of_q,threat_witness_bound,threat_n,threat_witness,threat_delta_from_seed,selected_candidate_n,predicted_margin_qhat_minus_q0,predicted_visible_open_ordinal,margin_error_qhat_minus_q,failure_mode
1000000000000000,999999999992659,999999999992663,999999999992687,24,7,1,97,999999999992669,13,6,,,,,no_selection
1000000000000000,999999999992401,999999999992407,999999999992429,22,6,1,97,999999999992411,11,4,,,,,no_selection
1000000000000000,999999999992339,999999999992351,999999999992353,2,8,1,97,999999999992357,7,6,999999999992353,2,1,0,correct
1000000000000000,999999999992281,999999999992327,999999999992339,12,8,2,97,999999999992329,7,2,,,,,no_selection
1000000000000000,999999999992143,999999999992177,999999999992197,20,3,1,97,999999999992183,19,6,,,,,no_selection
1000000000000000,999999999992057,999999999992113,999999999992143,30,2,1,97,999999999992117,17,4,,,,,no_selection
1000000000000000,999999999991973,999999999992023,999999999992041,18,4,2,97,999999999992029,43,6,999999999992027,4,1,-14,selected_too_early
1000000000000000,999999999991871,999999999991873,999999999991961,88,4,2,97,999999999991877,31,4,,,,,no_selection
1000000000000000,999999999991823,999999999991831,999999999991847,16,5,2,97,999999999991837,13,6,,,,,no_selection
1000000000000000,999999999991793,999999999991813,999999999991823,10,7,1,97,999999999991817,11,4,,,,,no_selection
1000000000000000,999999999991697,999999999991703,999999999991721,18,5,1,97,999999999991709,17,6,,,,,no_selection
1000000000000000,999999999991621,999999999991673,999999999991679,6,6,1,97,999999999991681,13,8,999999999991679,6,1,0,correct
1000000000000000,999999999991523,999999999991549,999999999991621,72,2,2,97,999999999991553,11,4,,,,,no_selection
1000000000000000,999999999991451,999999999991459,999999999991483,24,6,2,97,999999999991471,17,12,999999999991469,10,1,-14,selected_too_early
1000000000000000,999999999991411,999999999991429,999999999991441,12,8,1,97,999999999991433,7,4,,,,,no_selection
1000000000000000,999999999991189,999999999991217,999999999991243,26,8,4,97,999999999991223,7,6,999999999991219,2,1,-24,selected_too_early
1000000000000000,999999999991127,999999999991151,999999999991189,38,8,1,97,999999999991153,7,2,,,,,no_selection
1000000000000000,999999999991099,999999999991103,999999999991127,24,7,3,97,999999999991109,13,6,,,,,no_selection
1000000000000000,999999999991067,999999999991079,999999999991099,20,8,2,97,999999999991081,19,2,,,,,no_selection
1000000000000000,999999999991019,999999999991033,999999999991051,18,9,1,97,999999999991039,59,6,,,,,no_selection
1000000000000000,999999999990977,999999999990989,999999999991019,30,8,1,97,999999999990991,29,2,,,,,no_selection
1000000000000000,999999999990913,999999999990917,999999999990977,60,7,4,97,999999999990929,7,12,999999999990923,6,2,-54,selected_too_early
1000000000000000,999999999990883,999999999990899,999999999990913,14,8,2,97,999999999990901,7,2,,,,,no_selection
1000000000000000,999999999990869,999999999990877,999999999990883,6,10,1,97,999999999990887,7,10,999999999990883,6,1,0,correct
1000000000000000,999999999990829,999999999990833,999999999990851,18,11,1,97,999999999990841,23,8,,,,,no_selection
1000000000000000,999999999990799,999999999990821,999999999990829,8,12,1,97,999999999990823,13,2,,,,,no_selection
1000000000000000,999999999990721,999999999990727,999999999990767,40,8,3,97,999999999990731,53,4,,,,,no_selection
1000000000000000,999999999990697,999999999990709,999999999990721,12,8,1,97,999999999990719,7,10,,,,,no_selection
1000000000000000,999999999990671,999999999990679,999999999990697,18,9,1,97,999999999990689,17,10,,,,,no_selection
1000000000000000,999999999990577,999999999990599,999999999990659,60,7,4,97,999999999990601,37,2,,,,,no_selection
1000000000000000,999999999990493,999999999990503,999999999990577,74,6,4,97,999999999990509,7,6,,,,,no_selection
1000000000000000,999999999990461,999999999990463,999999999990493,30,6,1,97,999999999990467,7,4,,,,,no_selection
1000000000000000,999999999990443,999999999990457,999999999990461,4,7,1,97,999999999990467,7,10,999999999990463,6,2,2,selected_too_late
1000000000000000000,999999999999999967,999999999999999983,999999999999999989,6,7,1,97,999999999999999991,23,8,999999999999999989,6,1,0,correct
1000000000000000000,999999999999999877,999999999999999881,999999999999999967,86,4,1,97,999999999999999883,17,2,,,,,no_selection
1000000000000000000,999999999999999829,999999999999999833,999999999999999863,30,4,2,97,999999999999999847,19,14,,,,,no_selection
1000000000000000000,999999999999999749,999999999999999767,999999999999999829,62,8,4,97,999999999999999779,11,12,999999999999999773,6,1,-56,selected_too_early
1000000000000000000,999999999999999709,999999999999999727,999999999999999737,10,8,1,97,999999999999999733,7,6,,,,,no_selection
1000000000000000000,999999999999999637,999999999999999641,999999999999999709,68,9,6,97,999999999999999647,11,6,999999999999999643,2,1,-66,selected_too_early
1000000000000000000,999999999999999613,999999999999999617,999999999999999631,14,11,1,97,999999999999999619,19,2,,,,,no_selection
1000000000000000000,999999999999999569,999999999999999599,999999999999999601,2,11,1,97,999999999999999607,7,8,999999999999999601,2,1,0,correct
1000000000000000000,999999999999999539,999999999999999541,999999999999999569,28,14,4,97,999999999999999551,7,10,999999999999999547,6,1,-22,selected_too_early
1000000000000000000,999999999999999487,999999999999999491,999999999999999503,12,11,1,97,999999999999999493,11,2,,,,,no_selection
1000000000000000000,999999999999999419,999999999999999431,999999999999999443,12,9,1,97,999999999999999433,47,2,,,,,no_selection
1000000000000000000,999999999999999359,999999999999999367,999999999999999371,4,7,1,97,999999999999999373,17,6,999999999999999371,4,1,0,correct
1000000000000000000,999999999999999331,999999999999999343,999999999999999359,16,7,1,97,999999999999999347,23,4,,,,,no_selection
1000000000000000000,999999999999999161,999999999999999181,999999999999999283,102,4,4,97,999999999999999187,7,6,,,,,no_selection
1000000000000000000,999999999999999121,999999999999999143,999999999999999157,14,6,1,97,999999999999999151,47,8,,,,,no_selection
1000000000000000000,999999999999999079,999999999999999109,999999999999999121,12,7,2,97,999999999999999119,11,10,999999999999999113,4,1,-8,selected_too_early
1000000000000000000,999999999999999073,999999999999999077,999999999999999079,2,9,1,97,999999999999999089,7,12,999999999999999079,2,1,0,correct
1000000000000000000,999999999999999023,999999999999999029,999999999999999073,44,9,3,97,999999999999999031,11,2,,,,,no_selection
1000000000000000000,999999999999998989,999999999999998993,999999999999999023,30,9,1,97,999999999999998999,17,6,,,,,no_selection
1000000000000000000,999999999999998939,999999999999998947,999999999999998989,42,7,2,97,999999999999998951,29,4,,,,,no_selection
1000000000000000000,999999999999998867,999999999999998873,999999999999998927,54,8,2,97,999999999999998879,7,6,,,,,no_selection
1000000000000000000,999999999999998759,999999999999998791,999999999999998867,76,4,3,97,999999999999998803,13,12,,,,,no_selection
1000000000000000000,999999999999998653,999999999999998677,999999999999998743,66,5,4,97,999999999999998681,47,4,,,,,no_selection
1000000000000000000,999999999999998581,999999999999998609,999999999999998651,42,6,3,97,999999999999998611,23,2,,,,,no_selection
1000000000000000000,999999999999998539,999999999999998567,999999999999998581,14,6,1,97,999999999999998569,11,2,,,,,no_selection
1000000000000000000,999999999999998443,999999999999998447,999999999999998539,92,9,8,97,999999999999998459,7,12,999999999999998453,6,2,-86,selected_too_early
1000000000000000000,999999999999998321,999999999999998351,999999999999998443,92,7,5,97,999999999999998353,17,2,,,,,no_selection
1000000000000000000,999999999999998273,999999999999998279,999999999999998321,42,4,1,97,999999999999998287,31,8,,,,,no_selection
1000000000000000000,999999999999998237,999999999999998267,999999999999998269,2,5,1,97,999999999999998287,31,20,999999999999998279,12,3,10,selected_too_late
1000000000000000000,999999999999998171,999999999999998189,999999999999998227,38,7,2,97,999999999999998197,23,8,,,,,no_selection
1000000000000000000,999999999999998143,999999999999998159,999999999999998167,8,9,2,97,999999999999998173,11,14,999999999999998171,12,3,4,selected_too_late
1000000000000000000,999999999999998027,999999999999998029,999999999999998143,114,7,7,97,999999999999998039,7,10,999999999999998033,4,1,-110,selected_too_early
1000000000000000000,999999999999997961,999999999999997963,999999999999997993,30,9,1,97,999999999999997967,23,4,,,,,no_selection
1000000000000000000,999999999999997901,999999999999997939,999999999999997943,4,9,1,97,999999999999997967,23,28,999999999999997963,24,4,20,selected_too_late
1000000000000000000,999999999999997883,999999999999997897,999999999999997901,4,8,1,97,999999999999997907,29,10,999999999999997901,4,1,0,correct
1000000000000000000,999999999999997817,999999999999997819,999999999999997831,12,8,2,97,999999999999997829,7,10,999999999999997823,4,1,-8,selected_too_early
1000000000000000000,999999999999997751,999999999999997781,999999999999997817,36,5,1,97,999999999999997783,23,2,,,,,no_selection
1000000000000000000,999999999999997651,999999999999997663,999999999999997751,88,6,6,97,999999999999997667,11,4,,,,,no_selection
1000000000000000000,999999999999997589,999999999999997603,999999999999997651,48,4,1,97,999999999999997607,13,4,,,,,no_selection
1000000000000000000,999999999999997499,999999999999997523,999999999999997589,66,4,3,97,999999999999997529,13,6,,,,,no_selection
1000000000000000000,999999999999997457,999999999999997463,999999999999997471,8,5,1,97,999999999999997469,11,6,,,,,no_selection
1000000000000000000,999999999999997313,999999999999997343,999999999999997427,84,6,5,97,999999999999997357,31,14,999999999999997351,8,1,-76,selected_too_early
1000000000000000000,999999999999997207,999999999999997219,999999999999997313,94,3,3,97,999999999999997231,17,12,,,,,no_selection
1000000000000000000,999999999999997133,999999999999997169,999999999999997189,20,5,2,97,999999999999997171,7,2,,,,,no_selection
1000000000000000000,999999999999997121,999999999999997123,999999999999997133,10,6,1,97,999999999999997127,89,4,,,,,no_selection
1000000000000000000,999999999999997057,999999999999997069,999999999999997079,10,6,1,97,999999999999997073,7,4,,,,,no_selection
1000000000000000000,999999999999997033,999999999999997049,999999999999997057,8,6,1,97,999999999999997051,11,2,,,,,no_selection
1000000000000000000,999999999999996967,999999999999996973,999999999999997013,40,8,2,97,999999999999996979,29,6,999999999999996977,4,1,-36,selected_too_early
1000000000000000000,999999999999996917,999999999999996929,999999999999996967,38,6,1,97,999999999999996931,13,2,,,,,no_selection
1000000000000000000,999999999999996881,999999999999996887,999999999999996917,30,7,3,97,999999999999996907,73,20,999999999999996901,14,1,-16,selected_too_early
1000000000000000000,999999999999996847,999999999999996851,999999999999996871,20,9,1,97,999999999999996853,11,2,,,,,no_selection
1000000000000000000,999999999999996839,999999999999996841,999999999999996847,6,10,1,97,999999999999996853,11,12,999999999999996851,10,2,4,selected_too_late
1000000000000000000,999999999999996701,999999999999996739,999999999999996757,18,6,1,97,999999999999996743,11,4,,,,,no_selection
1000000000000000000,999999999999996659,999999999999996661,999999999999996673,12,7,1,97,999999999999996667,7,6,,,,,no_selection
1000000000000000000,999999999999996553,999999999999996559,999999999999996647,88,6,3,97,999999999999996569,7,10,,,,,no_selection
1000000000000000000,999999999999996467,999999999999996473,999999999999996553,80,9,8,97,999999999999996479,11,6,,,,,no_selection
1000000000000000000,999999999999996409,999999999999996431,999999999999996461,30,11,3,97,999999999999996437,13,6,999999999999996433,2,1,-28,selected_too_early
1000000000000000000,999999999999996361,999999999999996371,999999999999996383,12,10,1,97,999999999999996373,7,2,,,,,no_selection
1000000000000000000,999999999999996337,999999999999996349,999999999999996353,4,9,1,97,999999999999996359,7,10,999999999999996353,4,1,0,correct
1000000000000000000,999999999999996263,999999999999996269,999999999999996329,60,8,2,97,999999999999996281,11,12,,,,,no_selection
1000000000000000000,999999999999996251,999999999999996257,999999999999996263,6,9,1,97,999999999999996259,11,2,,,,,no_selection
1000000000000000000,999999999999996209,999999999999996223,999999999999996251,28,9,3,97,999999999999996229,13,6,999999999999996227,4,1,-24,selected_too_early
1000000000000000000,999999999999996119,999999999999996133,999999999999996209,76,6,3,97,999999999999996143,17,10,999999999999996139,6,1,-70,selected_too_early
1000000000000000000,999999999999995947,999999999999995957,999999999999995963,6,6,1,97,999999999999995969,13,12,999999999999995963,6,1,0,correct
1000000000000000000,999999999999995809,999999999999995831,999999999999995833,2,2,1,97,999999999999995837,17,6,999999999999995833,2,1,0,correct
1000000000000000000,999999999999995737,999999999999995749,999999999999995783,34,8,3,97,999999999999995753,11,4,,,,,no_selection
1000000000000000000,999999999999995717,999999999999995719,999999999999995737,18,10,1,97,999999999999995729,7,10,,,,,no_selection
1000000000000000000,999999999999995671,999999999999995677,999999999999995681,4,11,1,97,999999999999995683,13,6,999999999999995681,4,1,0,correct
1000000000000000000,999999999999995573,999999999999995609,999999999999995671,62,10,7,97,999999999999995617,7,8,999999999999995611,2,1,-60,selected_too_early
1000000000000000000,999999999999995563,999999999999995569,999999999999995573,4,11,1,97,999999999999995579,13,10,999999999999995573,4,1,0,correct
1000000000000000000,999999999999995539,999999999999995543,999999999999995549,6,12,1,97,999999999999995561,7,18,999999999999995551,8,2,2,selected_too_late
1000000000000000000,999999999999995419,999999999999995461,999999999999995513,52,6,3,97,999999999999995467,11,6,,,,,no_selection
1000000000000000000,999999999999995341,999999999999995387,999999999999995419,32,3,2,97,999999999999995393,7,6,,,,,no_selection
1000000000000000000,999999999999995261,999999999999995273,999999999999995333,60,4,2,97,999999999999995281,7,8,,,,,no_selection
1000000000000000000,999999999999995231,999999999999995237,999999999999995261,24,5,1,97,999999999999995239,7,2,,,,,no_selection
1000000000000000000,999999999999995149,999999999999995177,999999999999995231,54,7,4,97,999999999999995183,7,6,999999999999995179,2,1,-52,selected_too_early
1000000000000000000,999999999999995131,999999999999995143,999999999999995149,6,8,2,97,999999999999995159,11,16,999999999999995149,6,2,0,correct
1000000000000000000,999999999999995083,999999999999995087,999999999999995131,44,9,4,97,999999999999995089,17,2,,,,,no_selection
1000000000000000000,999999999999994849,999999999999994853,999999999999994897,44,4,2,97,999999999999994859,41,6,,,,,no_selection
1000000000000000000,999999999999994837,999999999999994841,999999999999994843,2,6,1,97,999999999999994847,7,6,999999999999994843,2,1,0,correct
1000000000000000000,999999999999994727,999999999999994739,999999999999994823,84,11,6,97,999999999999994741,11,2,,,,,no_selection
1000000000000000000,999999999999994657,999999999999994661,999999999999994727,66,6,3,97,999999999999994669,13,8,999999999999994667,6,2,-60,selected_too_early
1000000000000000000,999999999999994573,999999999999994577,999999999999994619,42,9,3,97,999999999999994579,17,2,,,,,no_selection
1000000000000000000,999999999999994481,999999999999994507,999999999999994561,54,5,1,97,999999999999994511,7,4,,,,,no_selection
1000000000000000000,999999999999994361,999999999999994373,999999999999994481,108,5,5,97,999999999999994379,23,6,,,,,no_selection
1000000000000000000,999999999999994339,999999999999994349,999999999999994351,2,7,1,97,999999999999994357,7,8,999999999999994351,2,1,0,correct
1000000000000000000,999999999999994297,999999999999994313,999999999999994339,26,8,2,97,999999999999994319,31,6,,,,,no_selection
1000000000000000000,999999999999994211,999999999999994219,999999999999994237,18,7,1,97,999999999999994223,19,4,,,,,no_selection
1000000000000000000,999999999999994193,999999999999994199,999999999999994211,12,8,1,97,999999999999994201,13,2,,,,,no_selection
1000000000000000000,999999999999994117,999999999999994163,999999999999994193,30,6,2,97,999999999999994169,11,6,,,,,no_selection
1000000000000000000,999999999999994073,999999999999994093,999999999999994111,18,6,1,97,999999999999994097,13,4,,,,,no_selection
1000000000000000000,999999999999993989,999999999999993997,999999999999994073,76,9,6,97,999999999999994001,17,4,,,,,no_selection
1000000000000000000,999999999999993683,999999999999993719,999999999999993779,60,5,2,97,999999999999993727,7,8,,,,,no_selection
1000000000000000000,999999999999993647,999999999999993649,999999999999993679,30,6,3,97,999999999999993653,19,4,,,,,no_selection
1000000000000000000,999999999999993571,999999999999993613,999999999999993647,34,9,4,97,999999999999993619,11,6,999999999999993617,4,1,-30,selected_too_early
1000000000000000000,999999999999993281,999999999999993283,999999999999993341,58,4,1,97,999999999999993287,17,4,,,,,no_selection
1000000000000000000,999999999999993269,999999999999993271,999999999999993281,10,6,2,97,999999999999993287,17,16,999999999999993283,12,3,2,selected_too_late
1000000000000000000,999999999999993173,999999999999993233,999999999999993269,36,8,4,97,999999999999993239,13,6,,,,,no_selection
1000000000000000000,999999999999993103,999999999999993119,999999999999993173,54,1,1,97,999999999999993121,19,2,,,,,no_selection
1000000000000000000,999999999999993019,999999999999993023,999999999999993077,54,8,6,97,999999999999993031,13,8,999999999999993029,6,1,-48,selected_too_early
1000000000000000000,999999999999992939,999999999999992989,999999999999993011,22,7,1,97,999999999999992999,7,10,,,,,no_selection
1000000000000000000,999999999999992917,999999999999992921,999999999999992939,18,8,2,97,999999999999992927,13,6,999999999999992923,2,1,-16,selected_too_early
1000000000000000000,999999999999992617,999999999999992647,999999999999992681,34,6,3,97,999999999999992651,11,4,,,,,no_selection
1000000000000000000,999999999999992603,999999999999992611,999999999999992617,6,8,1,97,999999999999992621,7,10,999999999999992617,6,1,0,correct
1000000000000000000,999999999999992581,999999999999992587,999999999999992603,16,9,1,97,999999999999992591,53,4,,,,,no_selection
1000000000000000000,999999999999992503,999999999999992507,999999999999992543,36,10,3,97,999999999999992509,7,2,,,,,no_selection
1000000000000000000,999999999999992473,999999999999992489,999999999999992503,14,9,1,97,999999999999992497,11,8,,,,,no_selection
1000000000000000000,999999999999992417,999999999999992419,999999999999992449,30,8,1,97,999999999999992431,11,12,,,,,no_selection
1000000000000000000,999999999999992333,999999999999992357,999999999999992417,60,6,4,97,999999999999992369,7,12,999999999999992363,6,1,-54,selected_too_early
1000000000000000000,999999999999992219,999999999999992261,999999999999992293,32,6,4,97,999999999999992263,23,2,,,,,no_selection
1000000000000000000,999999999999992177,999999999999992203,999999999999992207,4,7,1,97,999999999999992209,19,6,999999999999992207,4,1,0,correct
1000000000000000000,999999999999992141,999999999999992161,999999999999992177,16,6,1,97,999999999999992167,11,6,,,,,no_selection
1000000000000000000,999999999999992099,999999999999992111,999999999999992141,30,7,2,97,999999999999992117,7,6,,,,,no_selection
1000000000000000000,999999999999992053,999999999999992077,999999999999992099,22,6,1,97,999999999999992081,37,4,,,,,no_selection
1000000000000000000,999999999999991997,999999999999992021,999999999999992053,32,4,1,97,999999999999992029,17,8,,,,,no_selection
1000000000000000000,999999999999991847,999999999999991891,999999999999991967,76,2,2,97,999999999999991897,71,6,,,,,no_selection
1000000000000000000,999999999999991841,999999999999991843,999999999999991847,4,4,1,97,999999999999991849,23,6,999999999999991847,4,1,0,correct
1000000000000000000,999999999999991813,999999999999991831,999999999999991841,10,5,1,97,999999999999991837,7,6,,,,,no_selection
1000000000000000000,999999999999991769,999999999999991789,999999999999991813,24,7,2,97,999999999999991793,11,4,,,,,no_selection
1000000000000000000,999999999999991657,999999999999991699,999999999999991717,18,4,2,97,999999999999991711,7,12,999999999999991703,4,1,-14,selected_too_early
1000000000000000000,999999999999991597,999999999999991633,999999999999991657,24,5,1,97,999999999999991637,37,4,,,,,no_selection
1000000000000000000,999999999999991511,999999999999991513,999999999999991597,84,6,5,97,999999999999991519,17,6,,,,,no_selection
1000000000000000000,999999999999991493,999999999999991499,999999999999991511,12,7,1,97,999999999999991501,7,2,,,,,no_selection
1000000000000000000,999999999999991423,999999999999991433,999999999999991493,60,4,1,97,999999999999991439,43,6,,,,,no_selection
1000000000000000000,999999999999991271,999999999999991273,999999999999991391,118,4,4,97,999999999999991277,7,4,,,,,no_selection
1000000000000000000,999999999999991223,999999999999991241,999999999999991271,30,5,2,97,999999999999991243,11,2,,,,,no_selection
1000000000000000000,999999999999991189,999999999999991201,999999999999991223,22,7,2,97,999999999999991207,7,6,,,,,no_selection
1000000000000000000,999999999999991099,999999999999991139,999999999999991153,14,6,2,97,999999999999991151,7,12,999999999999991147,8,1,-6,selected_too_early
1000000000000000000,999999999999991079,999999999999991091,999999999999991099,8,7,2,97,999999999999991109,7,18,999999999999991099,8,2,0,correct
1000000000000000000,999999999999991037,999999999999991051,999999999999991079,28,9,3,97,999999999999991063,29,12,999999999999991061,10,2,-18,selected_too_early
1000000000000000000,999999999999990961,999999999999990967,999999999999991037,70,6,2,97,999999999999990971,31,4,,,,,no_selection
1000000000000000000,999999999999990877,999999999999990881,999999999999990961,80,4,3,97,999999999999990883,23,2,,,,,no_selection
1000000000000000000,999999999999990713,999999999999990739,999999999999990833,94,7,7,97,999999999999990743,13,4,,,,,no_selection
1000000000000000000,999999999999990593,999999999999990617,999999999999990623,6,2,1,97,999999999999990619,7,2,,,,,no_selection
1000000000000000000,999999999999990551,999999999999990553,999999999999990593,40,5,3,97,999999999999990563,7,10,,,,,no_selection
1000000000000000000,999999999999990323,999999999999990359,999999999999990401,42,7,5,97,999999999999990367,7,8,999999999999990361,2,1,-40,selected_too_early
1000000000000000000,999999999999990203,999999999999990217,999999999999990323,106,8,8,97,999999999999990221,47,4,,,,,no_selection
1000000000000000000,999999999999990151,999999999999990163,999999999999990169,6,6,1,97,999999999999990187,11,24,999999999999990169,6,1,0,correct
1000000000000000000,999999999999990113,999999999999990133,999999999999990151,18,6,1,97,999999999999990137,67,4,,,,,no_selection
1000000000000000000,999999999999990071,999999999999990097,999999999999990107,10,7,1,97,999999999999990101,7,4,,,,,no_selection
1000000000000000000,999999999999989969,999999999999989983,999999999999989999,16,4,1,97,999999999999989989,7,6,,,,,no_selection
1000000000000000000,999999999999989951,999999999999989957,999999999999989969,12,5,1,97,999999999999989963,13,6,,,,,no_selection
1000000000000000000,999999999999989893,999999999999989927,999999999999989951,24,5,1,97,999999999999989929,19,2,,,,,no_selection
1000000000000000000,999999999999989867,999999999999989881,999999999999989893,12,6,1,97,999999999999989887,17,6,,,,,no_selection
1000000000000000000,999999999999989759,999999999999989789,999999999999989801,12,6,2,97,999999999999989791,11,2,,,,,no_selection
